anho,universidad,nivel,unidad_academica,programa_curso,matriculados_m,matriculados_h,matriculados_t,egresados_m,egresados_h,egresados_t,total_general,docentes_m,docentes_h,docentes_t,area_conocimiento
2019,UNCA,G,Facultad Ciencias de la Produccion,Ingenieria Agroforestal San Juan Nepomuceno,18,23,41,2,3,5,46,9,16,25,Ciencias Agrarias
2019,UNCA,G,Facultad Ciencias de la Produccion,Ingenieria Agroforestal Guajayvi,47,26,73,5,3,8,81,8,11,19,Ciencias Agrarias
2019,UNCA,G,Facultad Ciencias de la Produccion,Ingenieria Zootecnica Itacurubi del Rosario,5,9,14,0,0,0,14,3,5,8,Ciencias Agrarias
2019,UNCA,G,Facultad Ciencias de la Produccion,Ingenieria Agroforestal Vaqueria,22,18,40,2,4,6,46,13,9,22,Ciencias Agrarias
2019,UNCA,G,Ciencias de la Salud,Licenciatura en Enfermeria Sede Coronel Oviedo,0,0,0,11,5,16,0,56,0,56,Salud
2019,UNCA,G,Ciencias de la Salud,Licenciatura en Enfermeria Filial Dr. Juan Eulogio Estigarribia,0,0,0,4,1,5,0,36,0,36,Salud
2019,UNCA,G,Ciencias de la Salud,Licenciatura en Nutricion Sede Coronel Oviedo,0,0,0,0,0,0,0,37,0,37,Salud
2019,UNCA,G,Ciencias y Tecnologias,Ingenieria Civil,79,144,223,0,0,0,0,27,96,123,Ingenieria y Tecnologia
2019,UNCA,G,Ciencias y Tecnologias,Ingenieria en Electricidad,31,189,220,0,0,0,0,0,0,0,Ingenieria y Tecnologia
2019,UNCA,G,Ciencias y Tecnologias,Ingenieria en Electronica,20,54,74,0,0,0,0,0,0,0,Ingenieria y Tecnologia
2019,UNCA,G,Ciencias y Tecnologias,Ingenieria en Informatica,28,60,88,0,0,0,0,0,0,0,Ingenieria y Tecnologia
2019,UNCA,G,Odontologia,Odontologia,151,53,204,21,4,25,229,37,27,64,Salud
2019,UNCA,P,FCP,Especializacion en Metodologia de Investigacion,35,30,65,28,18,46,111,5,3,8,Multidisciplinaria
2019,UNCA,P,FCP,Diplomado en innovacion ganadera,5,18,23,5,18,23,46,0,5,5,Ciencias Agrarias
2019,UNCA,P,FCP,Diplomado en metodologia aplicada al area agricola,10,19,29,10,19,29,58,1,2,3,Ciencias Agrarias
2019,UNCA,P,FCP,Curso de capacitacion en sistemas de informacion geografica,2,8,10,2,8,10,20,0,2,2,Ingenieria y Tecnologia
2019,UNCA,P,FCP,Curso de capacitacion en informatica,20,15,35,10,10,20,55,0,2,2,Ingenieria y Tecnologia
2019,UNCA,P,FCP,Curso de capacitacion para la formacion de tutores,5,8,13,5,8,13,26,1,1,2,Educacion y Humanidades
2019,UNCA,P,FCP,Diplomado en produccion intensiva de hortalizas,0,8,8,0,8,8,0,0,2,2,Ciencias Agrarias
2019,UNCA,P,Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistema de Salud,25,10,35,14,5,19,54,15,0,15,Salud
2019,UNCA,P,Ciencias y Tecnologias,Curso de gestion de proyectos en el area de energia,24,1,25,0,0,0,20,2,0,2,Ingenieria y Tecnologia
2019,UNCA,P,Odontologia,Curso de Actualizacion en Cirugia Dentomaxilar - Primer Cohorte,0,0,0,5,1,6,6,0,2,2,Salud
2019,UNCA,P,Odontologia,Curso de Actualizacion en Cirugia Dentomaxilar - Segunda Cohorte,3,3,6,0,0,0,6,2,0,2,Salud
2019,UNCA,P,Odontologia,Especializacion en Implantologia Oral,0,0,0,5,2,7,7,0,4,4,Salud
2019,UNICAN,G,Ciencias Economicas y Empresariales,Ciencias Economicas y Empresariales,425,285,710,50,28,78,788,99,86,185,Ciencias Economicas y Administracion
2019,UNICAN,G,Ciencias Juridicas y Sociales,Ciencias Juridicas y Sociales,208,158,366,28,42,70,436,33,35,68,Derecho y Ciencias Sociales
2019,UNICAN,G,Ingenieria Agronomica,Ingenieria Agronomica,33,63,96,9,20,29,125,16,21,37,Ciencias Agrarias
2019,UNICAN,G,Ciencias y Tecnologia,Ciencias y Tecnologia,81,184,265,7,26,33,298,16,27,43,Ingenieria y Tecnologia
2019,UNICAN,G,Ciencias Veterinarias,Ciencias Veterinarias,90,88,178,5,3,8,186,26,31,57,Ciencias Veterinarias
2019,UNICAN,G,Ciencias de la Salud,Ciencias de la Salud,56,17,73,12,3,15,88,21,9,30,Salud
2019,UNICAN,P,Ciencias Economicas y Empresariales,Maestria en Administracion Financiera Gubernamental,11,16,27,0,0,0,27,3,11,14,Ciencias Economicas y Administracion
2019,UNICAN,P,Ingenieria,Maestria en Energia para el Desarrollo Sostenible Energias Renovables y Eficiencia Energetica,5,15,20,3,2,5,25,110,98,208,Ingenieria y Tecnologia
2019,UNICAN,P,FCAA,Maestria en Agronegocios y desarrollo rural,7,9,16,0,0,0,16,1,1,2,Ciencias Agrarias
2019,UPTP,G,Rectorado,Ingenieria,44,64,108,0,0,0,108,3,16,19,Ingenieria y Tecnologia
2018,UNA,G,Facultad de Derecho y Ciencias Sociales,Grado,5407,4802,10209,1226,925,2151,12360,242,476,718,Derecho y Ciencias Sociales
2018,UNA,G,Facultad de Ciencias Medicas,Grado,998,692,1690,150,70,220,1910,334,440,774,Salud
2018,UNA,G,Facultad de Ingenieria,Grado,959,2841,3800,32,132,164,3964,611,133,744,Ingenieria y Tecnologia
2018,UNA,G,Facultad de Ciencias Economicas,Grado,10101,6535,16636,604,248,852,17488,817,1166,1983,Ciencias Economicas y Administracion
2018,UNA,G,Facultad de Odontologia,Grado,55,269,324,6,50,56,380,68,170,238,Salud
2018,UNA,G,Facultad de Ciencias Quimicas,Grado,1363,419,1782,78,21,99,1881,317,154,471,Ciencias Basicas
2018,UNA,G,Facultad de Filosofia,Grado,3065,1495,4560,54,156,210,4770,484,273,757,Educacion y Humanidades
2018,UNA,G,Facultad de Ciencias Veterinarias,Grado,1316,1472,2788,83,151,234,3022,201,204,405,Ciencias Veterinarias
2018,UNA,G,Facultad de Ciencias Agrarias,Grado,1901,1933,3834,103,313,416,4250,275,360,635,Ciencias Agrarias
2018,UNA,G,Facultad de Ciencias Exactas y Naturales,Grado,1088,1637,2725,42,118,160,2885,265,230,495,Ciencias Basicas
2018,UNA,G,Facultad de Arquitectura Diseno y Arte,Grado,2303,1136,3439,144,50,194,3633,285,288,573,Ingenieria y Tecnologia
2018,UNA,G,Facultad Politecnica,Grado,1290,2823,4113,109,148,257,4370,197,321,518,Ingenieria y Tecnologia
2018,UNA,G,Facultad de Enfermeria y Obstetricia,Grado,1251,269,1520,241,77,318,1838,719,212,931,Salud
2018,UNA,G,Facultad de Ciencias Sociales,Grado,402,143,545,5,6,11,556,58,17,75,Derecho y Ciencias Sociales
2018,UNA,P,Rectorado,Maestria en Gestion Ambiental,19,15,34,0,0,0,34,16,12,28,Multidisciplinaria
2018,UNA,P,Rectorado,Maestria en Sociologia y Ciencias Politicas Enfasis en Ciencias Politicas,9,17,26,0,0,0,26,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Rectorado,Maestria en Elaboracion Evaluacion y Gestion de Proyectos,23,5,28,0,0,0,28,0,0,0,Multidisciplinaria
2018,UNA,P,Rectorado,Especializacion en Elaboracion de Proyectos,22,5,27,22,5,27,54,0,0,0,Multidisciplinaria
2018,UNA,P,Rectorado,Especializacion en Evaluacion y Auditoria Ambiental,0,0,0,22,16,38,38,0,0,0,Multidisciplinaria
2018,UNA,P,Rectorado,Especializacion en Didactica de la Educacion Superior,0,0,0,20,9,29,29,0,0,0,Educacion y Humanidades
2018,UNA,P,Instituto de Investigaciones en Ciencias de la Salud,Maestria en Ciencias Biomedicas Financiados por el CONACYT,10,2,12,10,2,12,24,13,1,14,Salud
2018,UNA,P,Instituto de Investigaciones en Ciencias de la Salud,Doctorado en Ciencias Biomedicas financiados por CONACYT,1,1,2,0,0,0,2,2,5,7,Salud
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Doctorado (Regimen Antiguo),69,31,100,0,2,2,102,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Cursos de Doctorado,23,18,41,0,0,0,41,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Doctorado (Art. 42),22,14,36,0,0,0,36,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Doctorado (Art. 25),4,1,5,0,0,0,5,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Penales (Ano Lectivo 2011/2012),11,15,26,2,0,2,28,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Derecho Civil y Comercial 2011-2012,22,11,33,0,1,1,34,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Penales (Ano Lectivo 2012/2013),17,13,30,3,1,4,34,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Derecho Civil y Comercial 2012-2013,18,12,30,2,1,3,33,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Derecho Civil y Comercial (Ano Lectivo 2013/2014),17,22,39,0,0,0,39,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Penales 2013-2014,15,20,35,0,1,1,36,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Derecho Civil y Comercial (Ano Lectivo 2014/2015 - Grupo A y B),33,30,63,0,0,0,63,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Penales (Ano Lectivo 2014/2015 - Grupo A y B),23,39,62,1,2,3,65,0,0,0,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Derecho Civil y Comercial (Ano Lectivo 2017-2019 - Grupo A y B),42,43,85,0,0,0,85,1,11,12,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Penales (Ano Lectivo 2017-2019 - Grupo A y B),45,41,86,0,0,0,86,3,8,11,Derecho y Ciencias Sociales
2018,UNA,P,Facultad de Ciencias Medicas,Anatomia Patologica,0,5,5,0,2,2,7,232,203,435,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Anestesiologia,12,15,27,3,5,8,35,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cardiologia,1,6,7,1,2,3,10,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cardiologia Pediatrica,0,1,1,0,1,1,2,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia Cardiaca,0,1,1,0,1,1,2,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia Pediatrica,0,1,1,0,0,0,1,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia Plastica,0,2,2,0,0,0,2,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia General,29,43,72,9,13,22,94,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia General,0,0,0,0,0,0,0,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia General,0,0,0,0,0,0,0,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia de Trauma,15,13,28,8,1,9,37,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia vascular,1,5,6,0,3,3,9,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Cirugia Toracica,0,2,2,0,2,2,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Col proctologia,1,1,2,0,1,1,3,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Dermatologia,13,1,14,4,1,5,19,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Endocrinologia,3,1,4,1,1,2,6,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Didactica Universitaria,21,7,28,21,7,28,56,0,0,0,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Medicas,Emergentologia pediatrica,2,1,3,0,1,1,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Gastro enterologia,4,1,5,1,1,2,7,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Ginecologia,56,26,82,23,9,32,114,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Hematologia y Medicina transfusional,0,2,2,0,2,2,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Hemato-onco Pediatria,1,0,1,0,0,0,1,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Infectologia Pediatrica,2,0,2,0,0,0,2,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Kinesiologia,6,20,26,4,4,8,34,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Mastologia,2,0,2,1,0,1,3,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Medicina critica y cuidados intensivos y Medicina Critica Pediatrica,3,3,6,2,0,2,8,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Medicina del deporte,13,57,70,13,57,70,140,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Medicina familiar,13,12,25,7,3,10,35,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Medicina en imagenes,12,19,31,2,4,6,37,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Medicina interna,37,29,66,11,8,19,85,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Nefrologia,4,2,6,1,1,2,8,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Nefrologia Pediatrica,0,1,1,0,0,0,1,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Neonatologia,2,0,2,2,0,2,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Neumologia,5,5,10,1,2,3,13,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Neurocirugia,3,1,4,0,0,0,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Neurologia,2,1,3,1,0,1,4,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Oftalmologia,9,8,17,2,4,6,23,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Oncologia,3,3,6,1,0,1,7,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Otorrinolaringologia,3,7,10,0,3,3,13,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Traumatologia,19,31,50,1,6,7,57,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Pediatria clinica,36,30,66,12,6,18,84,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Proyecto de Investigacion Cientifica,7,4,11,7,4,11,22,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Psiquiatria Clinica,6,8,14,2,2,4,18,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Reumatologia,3,3,6,1,1,2,8,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Salud publica y Administracion Hospitalaria,26,8,34,26,8,34,68,0,0,0,Salud
2018,UNA,P,Facultad de Ciencias Medicas,Urologia,0,15,15,0,4,4,19,0,0,0,Salud
2018,UNA,P,Facultad de Ingenieria,Capacitacion Didactica Universitaria,78,153,231,80,111,191,422,4,0,4,Educacion y Humanidades
2018,UNA,P,Facultad de Ingenieria,Especializacion en Didactica Universitaria,24,46,70,24,46,70,140,2,0,2,Educacion y Humanidades
2018,UNA,P,Facultad de Ingenieria,Tasacion y evaluacion de inmuebles,29,12,41,25,12,37,78,0,1,1,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Gestion de Proyectos MS Project,21,8,29,21,8,29,58,0,1,1,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Actualizacion en Planificacion y gestion Estrategica,16,15,31,15,15,30,61,0,1,1,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Actualizacion de TICS para innovacion pedagogica,20,19,39,8,10,18,57,1,0,1,Educacion y Humanidades
2018,UNA,P,Facultad de Ingenieria,Actualizacion en metodologias activas para el aprendizaje en aulas,20,22,42,0,0,0,42,1,0,1,Educacion y Humanidades
2018,UNA,P,Facultad de Ingenieria,Actualizacion en geo estadisticas aplicadas al Analisis de fenomenos,8,9,17,7,9,16,33,0,1,1,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Maestria en Educacion Superior,19,7,26,1,6,7,33,3,4,7,Educacion y Humanidades
2018,UNA,P,Facultad de Ingenieria,Maestria en Ingenieria Electronica,10,0,10,2,0,2,12,0,23,23,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Maestria en Ing. Civil,19,1,20,0,0,0,20,2,12,14,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Maestria en Ing. Industrial,10,6,16,0,0,0,16,1,16,17,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Maestria en Ing. De Recursos Hidricos,8,7,15,5,3,8,23,2,11,13,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ingenieria,Doctorado en Ing. Electronica,9,0,9,0,0,0,9,9,21,30,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ciencias Economicas,Capacitacion en Didactica,234,90,324,114,49,163,487,0,0,0,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Economicas,Capacitacion en Gestion Tributaria,0,0,0,3,2,5,5,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Capacitacion en Auditoria Impositiva,0,0,0,0,1,1,1,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Actualizacion en Gestion Tributaria,0,0,0,2,0,2,2,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Auditoria Impositiva,37,28,65,1,1,2,67,0,6,6,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Didactica de la Educacion Superior con enfasis en Organizacion y Orientacion Curricular,156,87,243,0,0,0,243,3,1,4,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Gestion Tributaria,26,18,44,2,7,9,53,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Organizacion Sistemas y Metodos,0,0,0,1,0,1,1,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Contabilidad Superior y Auditoria,27,20,47,11,5,16,63,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Especializacion en Tecnica y Procedimiento para la Preparacion de Tesis,13,9,22,2,1,3,25,2,3,5,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Administracion de Empresas MBA,15,22,37,1,3,4,41,5,18,23,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Administracion Publica,52,54,106,2,3,5,111,3,11,14,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Contabilidad Superior y Auditoria,0,0,0,2,1,3,3,0,0,0,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Finanzas,24,16,40,0,1,1,41,1,4,5,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Formulacion Evaluacion y Gestion de Proyectos de Inversion,36,28,64,0,0,0,64,1,5,6,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Gestion Tributaria,29,11,40,0,0,0,40,2,3,5,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Ciencias Economicas,Maestria en Organizacion Sistemas y Metodos,23,15,38,1,0,1,39,1,2,3,Ciencias Economicas y Administracion
2018,UNA,P,Facultad de Odontologia,Didactica Universitaria,0,0,0,0,0,0,0,0,0,0,Educacion y Humanidades
2018,UNA,P,Facultad de Odontologia,Endodoncia 1er ano,18,2,20,0,0,0,20,1,2,3,Salud
2018,UNA,P,Facultad de Odontologia,Rehabilitacion Oral 1er ano,13,2,15,0,0,0,15,4,0,4,Salud
2018,UNA,P,Facultad de Odontologia,Operatoria Dental 1er ano,14,1,15,0,0,0,15,3,0,3,Salud
2018,UNA,P,Facultad de Odontologia,Endodoncia 2do ano,0,0,0,9,1,10,10,1,2,3,Salud
2018,UNA,P,Facultad de Odontologia,Rehabilitacion Oral 2do ano,0,0,0,7,1,8,8,4,0,4,Salud
2018,UNA,P,Facultad de Odontologia,Implantes 1er ano,7,7,14,0,0,0,14,1,3,4,Salud
2018,UNA,P,Facultad de Odontologia,Implantes 2do ano,0,0,0,7,5,12,12,1,3,4,Salud
2018,UNA,P,Facultad de Odontologia,Ortodoncia 2do ano,0,0,0,0,0,0,0,6,0,6,Salud
2018,UNA,P,Facultad de Odontologia,Odontologia legal y Forense 1er ano,10,1,11,0,0,0,11,2,1,3,Salud
2018,UNA,P,Facultad de Odontologia,Odontologia legal y Forense 2do ano,0,0,0,10,2,12,12,2,1,3,Salud
2018,UNA,P,Facultad de Odontologia,Operatoria Dental 2do ano,0,0,0,7,0,7,7,3,0,3,Salud
2018,UNA,P,Facultad de Odontologia,Odontopediatria 1er ano,9,0,9,0,0,0,9,4,0,4,Salud
2018,UNA,P,Facultad de Odontologia,Odontopediatria 2do ano,0,0,0,8,0,8,8,3,1,4,Salud
2018,UNA,P,Facultad de Odontologia,Periodoncia 2do ano,0,0,0,3,6,9,9,1,2,3,Salud
2018,UNA,P,Facultad de Odontologia,Rotatorio Capacitacion,9,0,9,9,0,9,18,2,2,4,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Doctorado en Ciencias Farmaceuticas,3,3,6,0,0,0,6,7,9,16,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Doctorado en Ciencias de los Alimentos,3,0,3,0,0,0,3,2,3,5,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Maestria Quimica Biologica,9,6,15,0,0,0,15,10,14,24,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Maestria Quimica Ambiental,6,6,12,0,0,0,12,4,10,14,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ciencias Quimicas,Ingenieria Quimica con enfasis en procesos quimicos,6,4,10,0,0,0,10,0,7,7,Ingenieria y Tecnologia
2018,UNA,P,Facultad de Ciencias Quimicas,Maestria en Ciencias de los Alimentos,2,0,2,0,0,0,2,2,3,5,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Especializacion en Ciencias de los Alimentos,28,4,32,0,0,0,32,7,3,10,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Especializacion en Dietetica clinica y soporte nutricional,24,1,25,0,0,0,25,17,8,25,Salud
2018,UNA,P,Facultad de Ciencias Quimicas,Especializacion Ciencias del Laboratorio clinico,20,54,74,1,0,1,75,16,6,22,Salud
2018,UNA,P,Facultad de Filosofia,Especializacion en Didactica Universitaria,320,484,804,260,165,425,1229,40,11,51,Educacion y Humanidades
2018,UNA,P,Facultad de Filosofia,Maestria en Ciencias de la Educacion,55,148,203,3,1,4,207,17,17,34,Educacion y Humanidades
2018,UNA,P,Facultad de Filosofia,Maestria en Psicologia Clinica,0,0,0,1,0,1,1,3,6,9,Salud
2018,UNA,P,Facultad de Filosofia,Maestria en Lengua y Letra Hispanoamericano,0,0,0,1,0,1,1,0,0,0,Educacion y Humanidades
2018,UNA,P,Facultad de Filosofia,Maestria en Lengua y Cultura Guarani,0,0,0,1,0,1,1,0,0,0,Educacion y Humanidades
2018,UNA,P,Facultad de Filosofia,Doctorado en Educacion con enfasis en Gestion de la Educacion Superior,0,0,0,2,0,2,2,7,6,13,Educacion y Humanidades
2018,UNA,P,Facultad de Filosofia,Doctorado en Educacion,4,3,7,13,3,16,23,4,4,8,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Veterinarias,Maestria en Ciencias de la Piscicultura,0,0,0,0,1,1,1,0,0,0,Ciencias Veterinarias
2018,UNA,P,Facultad de Ciencias Veterinarias,Maestria en Produccion Animal y Zootecnia,0,0,0,1,0,1,1,0,0,0,Ciencias Veterinarias
2018,UNA,P,Facultad de Ciencias Veterinarias,Maestria en Medicina Veterinaria Misiones,0,0,0,1,1,2,2,0,0,0,Ciencias Veterinarias
2018,UNA,P,Facultad de Ciencias Veterinarias,Actualizacion busqueda Cientifica CICCO,0,0,0,14,8,22,22,0,0,0,Ciencias Veterinarias
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Gobernanza Ambiental,14,11,25,14,11,25,50,7,5,12,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Diseno y Evaluacion de Proyectos,0,0,0,14,9,23,23,3,2,5,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Casa Matriz,27,12,39,27,12,39,78,5,1,6,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Filial Caazapa,18,11,29,18,11,29,58,9,0,9,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Filial Santa Rosa - Misiones,26,25,51,14,10,24,75,3,2,5,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Filial Pedro Juan Caballero,27,12,39,27,12,39,78,5,5,10,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Filial San Pedro,16,9,25,14,8,22,47,4,4,8,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Especializacion en Didactica Universitaria Seccion Chaco,16,10,26,16,10,26,52,4,3,7,Educacion y Humanidades
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Produccion Vegetal,9,8,17,0,1,1,18,2,1,3,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Fitosanidad,7,1,8,1,0,1,9,1,1,2,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Ciencia del Suelo y Ordenamiento Territorial - Caazapa,6,15,21,1,2,3,24,3,2,5,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Zootecnia con Enfasis en Sistemas Pecuarios Primera Ed,1,11,12,2,12,14,26,0,0,0,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Zootecnia con Enfasis en Sistemas Pecuarios Seg Ed,0,0,0,0,2,2,2,2,3,5,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Gestion de Agronegocios,0,0,0,2,1,3,3,2,3,5,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Ciencias Forestales,0,0,0,3,4,7,7,2,3,5,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Agrarias,Maestria en Ciencia del Suelo y Ordenamiento Territorial - Casa Matriz,5,10,15,0,0,0,15,3,5,8,Ciencias Agrarias
2018,UNA,P,Facultad de Ciencias Exactas y Naturales,Doctorado y Maestria,16,34,50,4,20,24,74,23,7,30,Ciencias Basicas
